id,x,y,deg
113_5,s1.58932426908008595,s1.59474680018564197,s168.54169595301391382
113_6,s-0.32651849269205102,s-0.37216967427326297,s168.31109754748968044
113_7,s-1.56522138171708702,s1.65862601175618796,s168.94633318119190335
113_8,s0.30815103436328101,s-1.40348317887100094,s168.30656899779842206
113_9,s1.12672500739528703,s-2.26240514126750902,s348.31681863868197979
113_10,s1.55759069579176890,s-2.41283198751364480,s168.94490771211235369
113_11,s1.58305881870989107,s-0.42156678275518400,s168.54111836793299517
113_12,s1.11708673457918706,s-3.22588057226200720,s348.31681985461841577
113_13,s-2.60036106276450019,s1.76841629016795410,s349.28708095522961230
113_14,s0.54768342006225901,s0.76329989573409895,s348.31110266824998689
113_15,s-2.74010872733095079,s-3.22363163907394412,s336.37062251922634459
113_16,s-0.32576987374706901,s-1.36823957331684998,s168.30656893800050966
113_17,s0.58612155502107299,s1.76893499719118807,s348.31134790580858862
113_18,s-0.70942561700545903,s0.84107429243540099,s348.73639874798664096
113_19,s-0.13574379925208599,s-2.20875573905567979,s348.30656894525418465
113_20,s2.80092328792878087,s-1.36252928172137699,s169.74129471549144910
113_21,s1.61366867601764197,s2.62642735427478380,s168.58748808788232054
113_22,s-0.76441293063327698,s-1.20736707163787504,s348.36203915889109339
113_23,s2.20185807026898006,s0.62730014367879905,s168.54152224470453802
113_24,s2.18610908296190187,s1.59445865521352492,s168.54157861973567378
113_25,s2.20955031876320396,s-1.37836398034557206,s169.74129375118877761
113_26,s-2.78631391190224020,s-0.45004955843246103,s168.19380801171314488
113_27,s-0.26777539675117601,s1.65148333918015799,s168.31110408237509546
113_28,s-2.15942628054622210,s-0.36974169742702201,s168.85177578657339836
113_29,s0.94359034357560800,s0.57588802160801100,s168.54150556189597410
113_30,s-1.97175777545678499,s1.79566105915134711,s349.19708403948970954
113_31,s1.77646981564713502,s-0.25670299588741902,s348.54150539514103002
113_32,s2.20800453861548407,s-2.41204332142822686,s169.74125365500981388
113_33,s2.80215283275772009,s2.62647449105576580,s168.66671480076706757
113_34,s-1.58752104065065391,s-2.40370773768678081,s167.93074730679495588
113_35,s-0.74507986000611404,s-0.18020237960562499,s348.73684273201888573
113_36,s1.01910406677154497,s2.62642398493161622,s168.58179768812897237
113_37,s-1.98880266850731502,s-2.24457827798020304,s348.47497931245698055
113_38,s-2.17899618835068587,s2.62680041716258783,s169.19708404329685436
113_39,s-0.93584957000894498,s-0.34663381792774900,s168.36203984881331053
113_40,s-0.92232409060517095,s1.65546368821455991,s168.73639873772026476
113_41,s-2.14806669779775294,s-1.37501369527812600,s168.47497937409571023
113_42,s-1.32442390093994700,s1.81536614601412394,s348.94633340189602677
113_43,s-2.78504834595092188,s1.59976383896825491,s169.25331434440954581
113_44,s0.90304303239791905,s-2.42038250950280398,s168.31681955429849040
113_45,s-0.96633582890839098,s-1.37005080190525597,s168.30656294222671931
113_46,s-0.95295655186259898,s-2.36022680577329602,s168.30656363180810331
113_47,s0.41003934568031802,s2.62626621547233619,s168.31134812836830861
113_48,s-0.92200708956395006,s0.67948198149860195,s168.73684285662238835
113_49,s-0.03101742050611600,s1.80673758275596708,s348.31134780868706002
113_50,s-2.78631391300775499,s-1.43346313564292704,s168.19380777980427411
113_51,s-0.23542407987238001,s2.62626621622565182,s168.31134797165441341
113_52,s-1.54185456071639293,s2.62664407239171194,s168.94633371976533454
113_53,s-2.18390389641092009,s0.62179383978054203,s169.07059961047798424
113_54,s0.25844536588367101,s-2.40114165492966514,s168.30656978390356926
113_55,s0.93677670742747099,s-1.42158859477621591,s168.31681864228858103
113_56,s-1.53692746488335907,s-0.33763877027486899,s168.85177585862015803
113_57,s0.50305543137043396,s-1.23956509878683296,s348.31109731127935447
113_58,s-2.59790532942190211,s-0.28159186365616301,s349.07060219251297895
113_59,s-1.98701173492468697,s0.78800039068683403,s349.19700305415244657
113_60,s-0.67600535943925000,s1.81033492865484802,s348.73639772412411730
113_61,s2.39122534836777900,s-2.24195452127572414,s349.74129468256637665
113_62,s0.31182535029356601,s0.60786067242214203,s168.31110241223154844
113_63,s1.14648002343436795,s-1.26072066696151608,s348.31681784938518831
113_64,s2.80230393982319992,s0.61736740382643795,s168.54152227854706325
113_65,s2.79535825212954903,s1.68886728870237102,s178.51735525771482571
113_66,s-2.18524293993329799,s1.63278838223078093,s169.19708207676285383
113_67,s-1.35690847186474195,s0.83366291493732303,s348.94633312109431245
113_68,s2.43772519441742519,s-3.22701570894127610,s350.11138687716629647
113_69,s-2.17573746954634695,s-2.41057641301317993,s168.47497932981355007
113_70,s0.49666954964665100,s-2.24620826294593900,s348.30656993914135455
113_71,s-2.78525821439680321,s0.57338115256648703,s169.07060306692869744
113_72,s-1.38931531810056308,s-3.22566336518510610,s347.93074726839040522
113_73,s0.98538821556668399,s1.59692359817634699,s168.54169650611970610
113_74,s1.13439086974739189,s-0.26778928477559599,s348.54150549886185217
113_75,s0.36248075812310199,s1.61096702478562293,s168.31110286677790100
113_76,s2.37402767145831906,s1.76062032588845807,s348.58748863195705781
113_77,s0.50123239461466595,s-0.23364507957310501,s348.31110240963948854
113_78,s1.77357593755959408,s-3.22625440728939905,s348.94490863293026450
113_79,s-0.88770042480860401,s2.62651628392971181,s168.73639763734604458
113_80,s1.75482257470059300,s-1.28332599593597507,s348.54111841829853802
113_81,s-0.12982158117890100,s-0.20862847579093000,s348.31110216130264234
113_82,s-1.36770229661627196,s-1.20328921519927290,s348.85175758273499014
113_83,s-0.30687892577168802,s0.64806026969547303,s168.31110264928065590
113_84,s-2.57967704296929101,s-2.24774075870558798,s348.19563823371663602
113_85,s0.31304313858363703,s-0.39894641053780600,s168.31109726359727574
113_86,s2.39715231052066979,s-1.20751513660552101,s348.54017062961111151
113_87,s-1.35101703235092807,s-0.17005030589774600,s348.94637555288932163
113_88,s-0.18166795246542400,s-3.22587468013987300,s348.30656880330207059
113_89,s2.37092106646434209,s-0.23625229623807201,s348.54152218200056268
113_90,s1.57009158925773407,s0.56394740739171001,s168.54150540485829879
113_91,s1.75683367550930503,s0.73016321251531702,s348.54169593316510145
113_92,s1.56775791762055694,s-1.45070765847628902,s168.84873436317639062
113_93,s2.18070886692612920,s-0.40176580445483301,s168.54017069996780265
113_94,s2.80825235857122202,s-2.28549396625347789,s195.63137097418439225
113_95,s-0.78958129596565996,s-3.22587467807454997,s348.30656381337689709
113_96,s1.77955541928576610,s1.76044149182714205,s348.58748820079040343
113_97,s-1.39868859112347410,s-2.23828701898950522,s348.24841642293972654
113_98,s-2.78502220572883497,s2.62676656874319692,s169.27614057301269668
113_99,s-2.58449971583837179,s-1.27132469625659095,s348.19380803825993098
113_100,s-0.13074552293302699,s-1.20434631070113007,s348.31109728508840817
113_101,s-1.55804981794612596,s-1.37041823522724004,s168.24841641418311156
113_102,s1.18524911944259093,s1.76065025563498301,s348.58179796097397229
113_103,s0.45924334807218198,s-3.22587467962258279,s348.30656989653266464
113_104,s-1.96084421269578590,s-1.20756413068585799,s348.85177575137299755
113_105,s-1.55077470418972796,s0.66775446733884203,s168.94637581219262756
113_106,s-2.59992498750577194,s0.74201831595397005,s349.25328501794706426
113_107,s-0.35597931922621101,s-2.36741224991328192,s168.30656866959225226
113_108,s0.94682269625664295,s-0.43413540766645198,s168.31681722664757217
113_109,s-2.80825469232177705,s-2.41565647062034783,s156.37062257728871373
113_110,s-0.08133301187188000,s0.80563295150951098,s348.31110274356387890
113_111,s2.20787163010088916,s2.62642735567246399,s168.58748877098605590
113_112,s1.15889325184690706,s0.73631470432569701,s348.54169623193524785
114_0,s0.10663030923749724,s1.87332555991519056,s258.52366840262016012
114_1,s2.05780812513435984,s-1.91169863470358070,s257.91642126480746811
114_2,s-1.91668460034294230,s-3.10199633485692239,s258.13014403065244551
114_3,s1.13302637313299659,s0.62284393412912897,s258.19168815350531077
114_4,s1.14649200324788958,s1.25861396365298117,s258.69077225022238053
114_5,s-2.92757705939202051,s0.70868158606224330,s258.48922703981543236
114_6,s-0.05931629993006921,s2.06115760635165701,s78.52378445865758749
114_7,s-0.91158910067034460,s-3.10206210013582195,s258.07786410526000509
114_8,s0.00326803987372770,s0.82604179206514927,s78.52383624991819033
114_9,s0.92459627440165448,s-2.91269092584487366,s77.85300323918625054
114_10,s-2.92734004716125407,s-1.81538046698423194,s258.07576331891004884
114_11,s-2.06118163039779212,s0.27903830462027390,s78.48304747026224959
114_12,s1.94440429302955953,s-0.46921891971005303,s77.70809767657590328
114_13,s2.92710722894873498,s0.13497174029857964,s77.72146132923765549
114_14,s2.12880973223756742,s1.90369210859061022,s260.08461813287090081
114_15,s1.08835484417718642,s-3.10234856738185760,s257.85300206006638746
114_16,s0.08669578981845780,s-0.61246472981653122,s257.70805333460907605
114_17,s1.89447288359122679,s-1.71649230834972211,s78.05995224520643205
114_18,s-0.86274180618627128,s0.66087601895357573,s258.52383371884502594
114_19,s-2.08249617389164765,s-2.91387112571667073,s78.37481244313050865
114_20,s0.13902555983722628,s0.00950762179063816,s257.71498593552632883
114_21,s0.09166466078483479,s-3.10234859676424746,s257.85290417577994049
114_22,s-0.02013218222278913,s0.21859300386612085,s77.71398244319516380
114_23,s1.02488029143226611,s-2.47003769375315052,s258.06059000565505812
114_24,s2.92721307974127676,s-1.75833773510280134,s77.91641048047642926
114_25,s0.86576753535028894,s-1.68028692453275252,s78.07779952068494822
114_26,s1.89282267369457968,s-2.31283957770895165,s78.06055130167976586
114_27,s-1.09074924029486020,s-0.37449539852981856,s77.69876381434551149
114_28,s-1.89800915913698942,s0.07558625242205659,s258.09147372702000212
114_29,s2.12084338843126119,s0.58475345279562174,s258.18443751416589294
114_30,s1.05006551325911324,s-1.27318439715318554,s257.70799041820077946
114_31,s-2.08333570769431464,s-0.32737147419616736,s77.69877458388737068
114_32,s-2.92757709090320750,s1.30218391712671622,s258.48921768013042310
114_33,s1.14295447948308704,s-0.01715435548160020,s257.72142024837512508
114_34,s-0.92653068647302028,s1.89781010150137441,s258.52378089643434578
114_35,s1.95670301500605315,s2.08604839369039974,s80.32310862411793551
114_36,s-0.07315834257341221,s-2.91343949376460287,s78.07785297121915846
114_37,s-2.92757709823408518,s1.89568623100129030,s258.48925606860211701
114_38,s-2.92757347244241339,s0.11488895157234311,s258.48305012375180922
114_39,s0.89092833070273914,s-1.06408982446907352,s77.70492950187599490
114_40,s-1.89524655644237128,s0.68431538833901551,s258.49311075407194949
114_41,s-2.12206651113615408,s-1.60395792574531115,s78.07574932528314093
114_42,s-0.96718420935789673,s-1.20643217913810585,s257.69884624692167563
114_43,s1.96511045822451047,s0.81722429300312194,s78.19170666472530229
114_44,s-0.12990214793233290,s-2.29050656997838287,s78.07783313247466594
114_45,s-0.92964204177736653,s2.48948813935682267,s258.52373610496402989
114_46,s2.92721299925658807,s-2.34854818810549704,s77.91640710794411007
114_47,s-1.92904020849388402,s-0.55852258403641053,s257.69876453875781408
114_48,s1.95948200482733803,s1.47192019852782474,s78.69083745324735446
114_49,s-2.92733995928464408,s-2.47539440428184498,s258.07577245140930700
114_50,s-0.86248017378440789,s1.25527276071390359,s258.52384255306628802
114_51,s-2.06101540067708022,s1.46614295215943735,s78.48921354662763861
114_52,s-2.06134686812764922,s2.06014699553761371,s78.48927557554691248
114_53,s2.92765764724644617,s1.45447240815316303,s78.69089319215902378
114_54,s-2.06101532260488085,s0.87264063666824432,s78.48922682592319688
114_55,s2.92502146430349619,s2.49995573369599944,s108.18051537994733735
114_56,s2.92736257544759271,s0.79657322237833905,s78.18444386784858580
114_57,s2.00544634772558172,s2.50795751639083520,s291.99824937891656873
114_58,s2.05754423626107119,s-2.50150137568171838,s257.91640921484236060
114_59,s0.03408603038159619,s-1.23467744058555384,s257.70493437095819900
114_60,s0.94363708996218465,s-0.44199859567809013,s77.70807152281804520
114_61,s1.02867256653512928,s-1.87697462158437745,s258.05997833267019814
114_62,s-0.87723715350894094,s0.04832073132944310,s257.71398399389045153
114_63,s-0.12495268905778863,s-1.02515515053041528,s77.69884908021947467
114_64,s-1.15064996676666897,s-1.65365883025767602,s78.07628696844574279
114_65,s-2.92713363998049214,s-0.50755531425501688,s257.69885903667864113
114_66,s-1.07648908892810224,s-2.91393884860262320,s78.13020042183666192
114_67,s0.98326029246042834,s0.18958938240341563,s77.71504404843358316
114_68,s-1.89564883277513196,s1.87154972369095218,s258.48932757773195590
114_69,s2.06474211833499721,s-1.31792692572592873,s257.70804084359110675
114_70,s-2.10741009191042084,s-0.95644149448746230,s77.70015639657685824
114_71,s0.16961130861946280,s0.63804592228597012,s258.19950389148698378
114_72,s1.09566528371563798,s1.89467669933757521,s260.32305668629760476
114_73,s2.92540400092670039,s-2.98808499012695705,s73.45037030717890048
114_74,s-1.02864889094522782,s1.44213617076719780,s78.50476516153412376
114_75,s2.09684189890973594,s-0.70904424759999296,s257.70808831777549130
114_76,s-0.03183424558334668,s2.50968852395715292,s292.95249779413285296
114_77,s0.03462802696697852,s-2.47938608436557395,s258.07778613882101126
114_78,s-2.12402624191248801,s-2.26262255356814901,s78.07577780389745215
114_79,s2.11698308847403105,s1.23960801217312411,s258.69081800327194287
114_80,s-1.89517254047824246,s1.27795162452497024,s258.50473710630126334
114_81,s-1.02877977621257077,s0.84846012142532956,s78.49311258453576556
114_82,s0.92255004471747670,s2.08269449567821407,s78.52367461887047284
114_83,s2.92709996503475978,s-1.15589584505896203,s77.70804658301278778
114_84,s-2.92713462625459098,s-1.15344747448995832,s257.70015308381925934
114_85,s-0.98850318964486916,s-1.85383536185757958,s258.07782912301331635
114_86,s-1.97065524273599246,s-1.85494622185075064,s258.07629059350438183
114_87,s-2.92765764070873002,s2.48936480456002673,s258.62565321716283506
114_88,s0.86017220489323809,s-2.28189320839994059,s78.07782584177107310
114_89,s1.96580984402720027,s0.17792143408310621,s77.72145389029697071
114_90,s-0.16208499383827499,s-1.65694409500825213,s78.07783509124692500
114_91,s-1.12784639147052745,s-2.29461687347593113,s78.07784391481186503
114_92,s0.11189050815094650,s1.28306801893278388,s258.52428714012967248
114_93,s2.11678487226351431,s-0.06884653108729070,s257.72144925070256249
114_94,s0.97615917147178666,s0.85001996528394008,s78.19951852629401401
114_95,s-1.12937382826695210,s-1.01148211273280886,s77.69883817584944552
114_96,s-1.03996223308980684,s0.24830618514413311,s78.09147427190305280
114_97,s1.07610149506534536,s2.48747059020590644,s260.32310369025390173
114_98,s-1.09189070239455899,s2.08875778927944156,s78.48931650293366147
114_99,s-0.92944189209546246,s-0.57349107763822071,s257.69879942159786879
114_100,s-1.96620496574394044,s-2.48328907645525998,s258.07785701603575035
114_101,s1.90935096053279452,s-2.90440577711769876,s77.85301988895696468
114_102,s1.90695751416776016,s-1.10264246699110324,s77.70800273843599371
114_103,s-1.98953397302731827,s2.48202031462402495,s268.58762646959007725
114_104,s0.97969192013822481,s1.44553443352020694,s78.52428335963111294
114_105,s-2.92750712772141686,s-3.10169184760357375,s258.37246511203886712
114_106,s1.10278265886539617,s-0.65103719436126495,s257.70806202739549917
114_107,s0.00261354805143475,s-1.84502509653174385,s258.07783940782542231
114_108,s2.07517766077272237,s-3.10901173580222112,s253.45036260342470769
114_109,s2.92710003181720202,s-0.51929539802629798,s77.70808963251113255
114_110,s-0.05426870247132617,s1.46986158518262666,s78.52384217976748459
114_111,s-1.95652956040554971,s-1.20328472918420082,s257.69886262527825238
114_112,s-0.96314795821355437,s-2.48269811666173101,s258.07784641645957890
114_113,s-0.07242221371649886,s-0.40324283289979596,s77.69878377532086233
115_0,s1.25941115157178407,s-2.42992452679453086,s167.67042747033190153
115_1,s-1.61416226337147006,s-3.23771402700434585,s346.33227210412462682
115_2,s-2.24613087595240701,s2.63201444718069322,s168.03876322085500306
115_3,s2.10340945636945387,s-2.25168976906765783,s347.60277042857876495
115_4,s-2.09022817205621214,s-1.21871007404218790,s347.32344583542601413
115_5,s2.08976277912374986,s-1.28143525178931106,s347.12098661011975764
115_6,s-2.17269548713282301,s-2.27498126969225378,s347.32000050571821248
115_7,s1.44208642988423108,s0.67177577787385701,s163.58014930378510599
115_8,s-1.61006151736998504,s2.63189966002772602,s167.83022249566568007
115_9,s0.40689732381477800,s0.88552613053811302,s348.47236729388816912
115_10,s2.74016867682368881,s-2.22983700957793118,s347.61504542620389202
115_11,s0.15936658832522799,s-0.31007324278735898,s166.13334013348764984
115_12,s-1.55642551175115296,s-2.21762978414231515,s346.34530605485963406
115_13,s-0.56284212130531497,s-2.36609649146888401,s165.98707549850166743
115_14,s2.55042833764611787,s-2.39454239106653688,s168.01348745673465146
115_15,s2.86950088886906185,s2.48870841410671417,s63.69597116773417156
115_16,s-1.15489872381289693,s-2.36513434197185690,s166.24328929766886631
115_17,s-2.86862812786806520,s1.60292068004674393,s167.98529451317074290
115_18,s-2.21769389476312284,s-3.23794893056321786,s346.83915768105055122
115_19,s-0.49722900868101100,s-1.33719875858411807,s165.98707620190486978
115_20,s0.35915951352331599,s-0.14997763233592301,s346.95638725148353387
115_21,s-1.61243283969281004,s1.66346412479261008,s167.83022000602852586
115_22,s2.54845086291405787,s-1.40391531140776604,s167.61297417763546491
115_23,s0.99897736312310803,s0.94501938761850102,s356.38744381906951730
115_24,s-1.42871062941885496,s-0.16293495448938100,s347.32617698764067882
115_25,s0.88112921716702297,s-1.20561784765899493,s346.15699629764651490
115_26,s2.73657805510350016,s1.65136420274603490,s189.24976820831363966
115_27,s-1.08862457612066699,s-1.33355697540845108,s166.11946437580479596
115_28,s-0.37536923395094302,s0.72425651367410304,s166.70152942575020916
115_29,s-0.97900379466118104,s0.72075805227716505,s166.68951276149061869
115_30,s-0.95129373146963003,s2.63171846157536704,s167.49013829668194830
115_31,s1.28744215317935096,s-1.39834461765001694,s166.41816969213289212
115_32,s1.48059227241830094,s-1.23911658174860895,s346.31596792186394396
115_33,s-2.86680081061473802,s2.63111186587326884,s169.51883243705029258
115_34,s2.15345758311745117,s-0.24830095977000799,s345.90027445699536202
115_35,s-0.96118354924926397,s-2.20648720259858289,s346.11946289135983079
115_36,s-1.75943581556548101,s-2.37414600359468420,s166.33227190112404514
115_37,s2.11830808380056190,s1.76625456262527591,s180.40788242605947289
115_38,s-2.86950088699312689,s-0.39432553181403801,s167.31722748434606274
115_39,s2.06968443135655500,s2.63510146245358401,s172.90199020092643423
115_40,s-0.30310274512327401,s-1.17901727303696302,s346.10929725345192765
115_41,s0.26591325968134499,s1.77403609315531807,s166.80297479193416166
115_42,s-2.86882930686890480,s0.60181462661374896,s167.82809746920463567
115_43,s2.62716638679244197,s0.60007007089183395,s165.36939996246553619
115_44,s2.54654329350008712,s-0.43484767860088702,s166.64998440895271870
115_45,s-2.67882430152290585,s-0.23017789342604300,s347.82810176108625910
115_46,s0.02910231222265400,s-2.37099940185143598,s166.13524186266170091
115_47,s-0.96017484697632005,s1.70642912379515699,s167.06891227586413606
115_48,s1.68720635131973107,s1.79060947333749998,s355.91403229444574663
115_49,s0.79552337888795999,s-3.23775276042862981,s346.41839583886769560
115_50,s-1.68244075028789708,s-1.34221115328837692,s166.34823850857321759
115_51,s-0.18330985161563801,s0.88467228020106303,s346.77599141498387780
115_52,s0.80858164389539799,s0.72718016411353403,s168.64387784847917828
115_53,s0.16715873304286999,s-3.23762718109332903,s346.13524233237751559
115_54,s-2.24061553561518911,s0.63844512038464696,s167.82810224142133393
115_55,s0.58365546715599603,s2.61604276696769400,s167.49013871937029307
115_56,s-2.28047396177063799,s-1.38091967923782799,s167.31999973473682530
115_57,s1.43867836938072391,s1.60528789146693507,s176.38744399852464539
115_58,s0.04311130573288300,s2.05423844072077522,s347.49013807933999942
115_59,s2.55076060048287401,s1.82374375451878401,s9.25445433619256619
115_60,s-2.86813362585221787,s-3.23876499220035186,s348.38044343633191602
115_61,s1.46394685104922195,s-3.23836958116950191,s347.67027818132498851
115_62,s1.83173886386294993,s0.89695910518355204,s359.68831427316388272
115_63,s-0.77568882376243098,s0.87849710951621196,s346.76470958896686625
115_64,s-1.40897041641774701,s0.85080452674048401,s347.83022060190694447
115_65,s-0.43449560938841802,s-3.23756353278894293,s345.98707568787233413
115_66,s1.94978518229002495,s-0.40341877594707998,s165.85344711201184964
115_67,s-2.24372052800434085,s1.63461719902871505,s167.97819582540535066
115_68,s-1.40392070762922394,s1.82309521021409204,s347.83022261104667905
115_69,s0.82455601297283598,s-2.23431287213785090,s346.41822343537148754
115_70,s-0.83085811784587704,s-0.14397585603936000,s346.57892047580901362
115_71,s-0.72348067682477701,s1.85933554599977890,s347.49013797738723497
115_72,s-0.36853242234534200,s-2.20845556649841690,s345.98707584141322968
115_73,s1.54947178758360304,s-0.20693719574002700,s344.58564615181819590
115_74,s1.35003558006442304,s-0.36455734479763802,s165.84640034833012123
115_75,s-2.67990352848722591,s0.76629541631357900,s347.98529254756965656
115_76,s1.91246826918310409,s-2.41483154531632183,s167.68637471191283339
115_77,s2.74337596735152900,s-0.27433249884215100,s345.36940070196044417
115_78,s0.22309934452461500,s-2.21288012923098609,s346.13524169957725007
115_79,s-0.43297874550558502,s-0.30758627757122597,s166.11285809657454138
115_80,s1.42378975950368392,s2.63838015538446813,s175.91403181327711991
115_81,s-2.04354329175675709,s-0.18337585067069501,s347.82809993885950917
115_82,s-2.23419704414824505,s-0.34752027210215503,s167.32344825597363069
115_83,s-1.02487767724336210,s-0.30390504188407202,s166.11971941679996689
115_84,s0.95736575774733501,s2.04524918536256006,s355.91403192244968068
115_85,s1.89855459308094798,s-1.44479077100073994,s167.59590745992557004
115_86,s-0.30954217647152499,s1.76302437690220692,s166.77599171772328646
115_87,s1.44880189043644503,s-2.26654686797827409,s347.63154807891248765
115_88,s-2.41110097483074082,s-2.42720110859308802,s166.85316358946090531
115_89,s-2.86950088887626187,s-1.37933249471577102,s167.31722737562120074
115_90,s2.03348215294162094,s0.62758218091341800,s165.89968025425139331
115_91,s-0.25129159842172599,s2.63171846624475680,s167.49013800972136323
115_92,s-1.02538583269312511,s-3.23767449265225116,s346.24328934457832929
115_93,s-2.67916027136531110,s1.77322752697598496,s349.51786906450263359
115_94,s-1.48947448989933795,s-1.18326450475852996,s346.34824351359554839
115_95,s2.46709397173027112,s0.86247186705247203,s7.99190702983469237
115_96,s0.09483418966275800,s-1.34032897459542610,s166.13334105205115065
115_97,s-0.89502500001698104,s-1.17538122242796894,s346.11969515293765198
115_98,s2.74277584511053796,s-3.23730945707013396,s345.35921266357479453
115_99,s0.28843532598161198,s-1.18211711524541996,s346.13334130520377130
115_100,s0.94962269944109001,s-0.16386385681103199,s346.64579754614453577
115_101,s-0.23882555199166000,s-0.14718496256915301,s346.70152963639418431
115_102,s-2.82186668027808407,s-2.31785329750177604,s344.71568737234304081
115_103,s0.79349638102659004,s1.85644550475880998,s175.91403261524567370
115_104,s0.68758586360740603,s-1.36411348383640996,s166.20786169618475014
115_105,s2.74140820467124291,s-1.24026252064785503,s346.64769563800871310
115_106,s2.10668900710939822,s-3.23838007631791402,s347.68947049318683185
115_107,s-2.05425849432828800,s1.79899944146274504,s348.03876179932979085
115_108,s-2.05169355701191813,s0.80289817230358895,s347.97818356558479991
115_109,s0.63178388801017904,s-2.39349572598216209,s166.41839227459092854
115_110,s0.21456668783283001,s0.71873425417724401,s166.99853878554415587
115_111,s-1.60018944408365993,s0.68679106570756099,s167.33688346617429943
115_112,s0.75304555495427805,s-0.33270708457190401,s166.13353585531456247
115_113,s-2.67925022225939014,s-1.21714530104007901,s347.31722838537427833
115_114,s-1.63874368766871603,s-0.32197409754002898,s166.35259261761973448
116_0,s-1.62617083142960905,s2.64582452165193516,s169.49819573993181621
116_1,s0.77603638810332498,s0.69612610170839295,s170.50191957344031835
116_2,s0.20135737293433101,s-2.39047741972361782,s170.02934101858909344
116_3,s0.79602510724696096,s-0.33158747580759201,s170.33198551619079808
116_4,s2.21043793372677211,s0.87408925082889399,s348.27470761276686062
116_5,s-1.43707783261939093,s-1.24281368602284692,s349.22495058672257073
116_6,s2.80362479175590007,s0.88660018168130195,s347.68470725362476514
116_7,s-0.20403169610343699,s-2.22157095020721496,s349.98881959978803025
116_8,s-2.36156678703606282,s-2.52006233769663401,s169.44407774899173091
116_9,s-0.42313009453175099,s0.67831124753844496,s169.72153820302014537
116_10,s-2.04363583915405611,s-0.27574440154121199,s350.05693184825804565
116_11,s-2.82779441260537290,s-1.50579585646102299,s165.71043385244865931
116_12,s2.61321233711803202,s0.71697505712983300,s169.29856962949997978
116_13,s-0.84035345262965599,s-1.22352923676234093,s349.54041731351935596
116_14,s0.19117602141682899,s1.75506731624995704,s168.22842354092517780
116_15,s-2.82510292376225802,s2.64461846304715698,s167.62072028400484669
116_16,s2.72805714383567688,s1.80494425566816408,s167.45379410325085701
116_17,s2.31246825277214896,s1.89350040832931299,s350.38521506938627681
116_18,s2.61810900679293779,s-2.37169793664346784,s170.03329509245168083
116_19,s-0.40377109372532499,s-2.38940364062128285,s169.98881721779230247
116_20,s2.80101377242055394,s-2.20057471150257822,s349.88220581638302065
116_21,s2.03911207212223422,s1.73429448160407707,s168.27469717801477600
116_22,s-1.02160312132106590,s-0.36109906640827499,s169.54041428730351981
116_23,s0.87068604718082598,s2.05822520786964880,s355.86645177545165097
116_24,s-0.82584467214006196,s0.83893340726118104,s348.43721575915583344
116_25,s-1.44633304391419593,s-2.27286036185067397,s349.36411985741392527
116_26,s-1.63405369093872910,s1.62200462087681196,s169.40835127282912254
116_27,s-0.21865695377361299,s-1.19621250605825202,s349.92236954107011115
116_28,s1.40126093726344503,s1.66327072511472407,s169.52737056456317077
116_29,s2.84631056823525697,s2.17212095077725120,s31.23703422556411624
116_30,s0.19107076513651200,s-0.33533341519760801,s170.49941856795931017
116_31,s1.62441463302876499,s1.82943347482590490,s350.38521662073662810
116_32,s-2.84631056823592798,s-3.10694052970529189,s23.62937512321815348
116_33,s-0.34314382825350898,s2.64515748549209118,s168.41554561154066505
116_34,s0.20720088381526100,s-1.36506661726493794,s170.05543541164115595
116_35,s-2.22460115582866802,s-1.48142535461064595,s169.48179862711663191
116_36,s-2.63947050905488378,s1.76806095580841505,s350.23189065078236126
116_37,s2.61769893095518391,s-1.33709634792193510,s169.88221513917596894
116_38,s1.60372465072085402,s-0.16922894053888601,s349.38679694186498637
116_39,s-0.23441154716179899,s0.84926757857025104,s348.22844025880908703
116_40,s0.70632032919063104,s1.86159361314347804,s177.89667960743304320
116_41,s-0.37790931710656100,s1.73521543398330591,s166.39142571019942807
116_42,s-2.82236785735004014,s0.56134073342129298,s169.92025210478095687
116_43,s2.01200134585737311,s-0.33133902094628298,s169.90809925706003014
116_44,s1.40624177905686309,s-0.33790844682273202,s169.90810336954109516
116_45,s-2.63967928727824397,s0.73200093544305700,s349.92025225251586562
116_46,s1.39388906475172591,s2.64642702641919980,s170.38522291286358268
116_47,s-0.42673225797725101,s-0.35186500729536602,s169.72886293995270535
116_48,s-2.23405154589198585,s0.58403526885463697,s170.05693011186258445
116_49,s-2.04021913262562782,s-1.30994923866594593,s350.05562497765663466
116_50,s-0.21007744030766301,s-3.24639931463622800,s349.98881675605366581
116_51,s1.60081392723213201,s-1.19372048153403898,s349.90810332858040965
116_52,s-0.83726120336310506,s-0.19173357814843700,s349.52747669309371759
116_53,s-1.62646666708864207,s-1.41092858566237100,s169.36411792302442336
116_54,s2.02026119163212314,s-1.36026067461494904,s169.89988572450397442
116_55,s-0.78912908405079396,s1.84447732726875002,s348.42787373625992586
116_56,s0.81076093850406505,s-1.36225686892714593,s170.06339796209977067
116_57,s-2.06828568757983788,s-2.36055958918668018,s349.48179434698340629
116_58,s-1.65046911665640206,s-2.43836906425443489,s169.44407501362229596
116_59,s2.01823314804729792,s-2.38855069082548610,s170.03324027756093528
116_60,s-1.42489366737029610,s-3.24603716847717294,s349.44408716822454153
